,RSS,Epc,time,diff
995,-57.5,9107.0,10190,
997,-57.0,9107.0,10190,0.5
998,-57.5,9107.0,10190,-0.5
1000,-57.5,9107.0,10190,0.0
1003,-57.0,9107.0,10190,0.5
1005,-57.5,9107.0,10190,-0.5
1007,-57.5,9107.0,10190,0.0
1008,-57.5,9107.0,10190,0.0
1011,-57.0,9107.0,10205,0.5
1013,-57.5,9107.0,10205,-0.5
1014,-57.0,9107.0,10205,0.5
1017,-57.5,9107.0,10221,-0.5
1018,-57.5,9107.0,10221,0.0
1021,-57.0,9107.0,10455,0.5
1023,-57.5,9107.0,10455,-0.5
1025,-57.5,9107.0,10455,0.0
1027,-57.5,9107.0,10455,0.0
1029,-57.5,9107.0,10455,0.0
1031,-57.5,9107.0,10471,0.0
1032,-57.5,9107.0,10471,0.0
1034,-57.5,9107.0,10471,0.0
1036,-57.0,9107.0,10471,0.5
1038,-57.5,9107.0,10471,-0.5
1041,-57.5,9107.0,10487,0.0
1043,-57.0,9107.0,10674,0.5
1044,-57.5,9107.0,10690,-0.5
1047,-57.0,9107.0,10690,0.5
1048,-57.0,9107.0,10690,0.0
1051,-57.0,9107.0,10690,0.0
1052,-57.0,9107.0,10690,0.0
1054,-57.0,9107.0,10690,0.0
1057,-57.0,9107.0,10690,0.0
1058,-57.0,9107.0,10690,0.0
1061,-56.5,9107.0,10705,0.5
1063,-56.5,9107.0,10705,0.0
1065,-56.5,9107.0,10721,0.0
1066,-56.5,9107.0,10924,0.0
1068,-56.0,9107.0,10924,0.5
1071,-56.0,9107.0,10924,0.0
1072,-56.5,9107.0,10924,-0.5
1074,-56.5,9107.0,10924,0.0
1076,-56.0,9107.0,10924,0.5
1079,-56.5,9107.0,10940,-0.5
1081,-56.5,9107.0,10940,0.0
1082,-56.5,9107.0,10940,0.0
1085,-56.5,9107.0,10940,0.0
1086,-56.5,9107.0,10940,0.0
1089,-57.0,9107.0,10971,-0.5
1091,-57.0,9107.0,10971,0.0
1093,-57.5,9107.0,11190,-0.5
1095,-56.5,9107.0,11190,1.0
1096,-57.0,9107.0,11190,-0.5
1098,-57.0,9107.0,11190,0.0
1101,-57.5,9107.0,11190,-0.5
1103,-57.0,9107.0,11190,0.5
1105,-57.5,9107.0,11205,-0.5
1107,-57.5,9107.0,11205,0.0
1108,-57.0,9107.0,11205,0.5
1111,-57.5,9107.0,11205,-0.5
1112,-57.0,9107.0,11205,0.5
1114,-57.5,9107.0,11221,-0.5
1116,-57.0,9107.0,11439,0.5
1119,-57.0,9107.0,11439,0.0
1120,-57.0,9107.0,11439,0.0
1123,-57.0,9107.0,11439,0.0
1124,-57.0,9107.0,11439,0.0
1126,-56.5,9107.0,11439,0.5
1129,-57.0,9107.0,11439,-0.5
1131,-56.5,9107.0,11455,0.5
1132,-56.0,9107.0,11455,0.5
1135,-56.0,9107.0,11455,0.0
1136,-56.5,9107.0,11455,-0.5
1139,-56.0,9107.0,11471,0.5
1141,-56.0,9107.0,11690,0.0
1143,-56.0,9107.0,11690,0.0
1145,-56.0,9107.0,11690,0.0
1146,-56.0,9107.0,11690,0.0
1148,-56.0,9107.0,11705,0.0
1150,-55.5,9107.0,11705,0.5
1153,-55.5,9107.0,11705,0.0
1154,-56.0,9107.0,11705,-0.5
1157,-55.5,9107.0,11705,0.5
1159,-55.5,9107.0,11705,0.0
1160,-55.5,9107.0,11705,0.0
1162,-55.5,9107.0,11721,0.0
1164,-56.0,9107.0,11939,-0.5
1167,-56.0,9107.0,11939,0.0
1168,-55.5,9107.0,11939,0.5
1171,-56.0,9107.0,11939,-0.5
1173,-55.5,9107.0,11939,0.5
1175,-56.0,9107.0,11939,-0.5
1176,-56.0,9107.0,11955,0.0
1179,-56.0,9107.0,11955,0.0
1181,-56.0,9107.0,11955,0.0
1183,-56.5,9107.0,11955,-0.5
1185,-56.0,9107.0,11955,0.5
1186,-56.0,9107.0,11971,0.0
1188,-56.0,9107.0,12189,0.0
1191,-56.0,9107.0,12189,0.0
1193,-56.0,9107.0,12189,0.0
1195,-56.0,9107.0,12189,0.0
1197,-56.0,9107.0,12189,0.0
1198,-56.0,9107.0,12189,0.0
1201,-56.0,9107.0,12189,0.0
1202,-56.0,9107.0,12189,0.0
1205,-56.0,9107.0,12189,0.0
1207,-56.0,9107.0,12189,0.0
1208,-56.0,9107.0,12189,0.0
1211,-56.0,9107.0,12221,0.0
1212,-56.0,9107.0,12424,0.0
1215,-56.0,9107.0,12439,0.0
1217,-56.5,9107.0,12439,-0.5
1219,-56.0,9107.0,12439,0.5
1221,-56.0,9107.0,12439,0.0
1222,-56.0,9107.0,12439,0.0
1225,-56.0,9107.0,12439,0.0
1226,-55.5,9107.0,12439,0.5
1228,-56.0,9107.0,12439,-0.5
1231,-55.5,9107.0,12455,0.5
1232,-56.0,9107.0,12455,-0.5
1234,-56.0,9107.0,12471,0.0
