,RSS,Epc,time,diff
6761,-58.5,9107,70162,
6764,-58.0,9107,70178,0.5
6765,-59.0,9107,70178,-1.0
6767,-58.5,9107,70178,0.5
6769,-58.5,9107,70178,0.0
6772,-58.5,9107,70178,0.0
6774,-58.0,9107,70178,0.5
6776,-58.5,9107,70178,-0.5
6778,-58.5,9107,70178,0.0
6779,-58.0,9107,70178,0.5
6782,-58.5,9107,70193,-0.5
6784,-58.0,9107,70193,0.5
6786,-59.0,9107,70412,-1.0
6788,-58.5,9107,70428,0.5
6789,-58.0,9107,70428,0.5
6792,-58.0,9107,70428,0.0
6793,-57.5,9107,70428,0.5
6795,-58.0,9107,70428,-0.5
6798,-58.0,9107,70428,0.0
6799,-58.5,9107,70428,-0.5
6802,-58.5,9107,70428,0.0
6804,-58.5,9107,70443,0.0
6806,-58.5,9107,70443,0.0
6808,-59.0,9107,70443,-0.5
6809,-58.5,9107,70662,0.5
6812,-58.0,9107,70662,0.5
6813,-59.0,9107,70662,-1.0
6816,-58.5,9107,70678,0.5
6817,-58.5,9107,70678,0.0
6820,-58.0,9107,70678,0.5
6821,-58.5,9107,70678,-0.5
6824,-58.5,9107,70678,0.0
6825,-58.5,9107,70678,0.0
6828,-58.5,9107,70678,0.0
6829,-59.0,9107,70678,-0.5
6832,-59.0,9107,70693,0.0
6833,-59.5,9107,70912,-0.5
6835,-59.0,9107,70912,0.5
6837,-59.0,9107,70912,0.0
6840,-59.5,9107,70912,-0.5
6841,-60.0,9107,70912,-0.5
6844,-59.5,9107,70928,0.5
6845,-59.5,9107,70928,0.0
6848,-60.0,9107,70928,-0.5
6850,-60.0,9107,70928,0.0
6851,-60.0,9107,70928,0.0
6854,-60.0,9107,70928,0.0
6856,-60.5,9107,70943,-0.5
6858,-60.0,9107,71162,0.5
6859,-60.0,9107,71162,0.0
6861,-60.0,9107,71162,0.0
6863,-59.5,9107,71162,0.5
6866,-59.0,9107,71162,0.5
6867,-59.0,9107,71162,0.0
6869,-59.0,9107,71162,0.0
6872,-59.0,9107,71177,0.0
6874,-58.5,9107,71177,0.5
6876,-58.5,9107,71177,0.0
6877,-58.5,9107,71177,0.0
6880,-58.5,9107,71193,0.0
6882,-58.0,9107,71193,0.5
6883,-57.5,9107,71427,0.5
6886,-58.0,9107,71427,-0.5
6887,-58.0,9107,71427,0.0
6890,-58.0,9107,71427,0.0
6892,-58.0,9107,71427,0.0
6893,-58.0,9107,71427,0.0
6896,-58.0,9107,71427,0.0
6898,-58.0,9107,71427,0.0
6900,-58.0,9107,71443,0.0
6902,-58.0,9107,71443,0.0
6903,-58.0,9107,71443,0.0
6906,-58.0,9107,71443,0.0
6907,-58.0,9107,71677,0.0
6910,-58.0,9107,71693,0.0
6911,-58.0,9107,71693,0.0
6913,-58.0,9107,71693,0.0
6915,-58.0,9107,71693,0.0
6917,-58.0,9107,71693,0.0
6920,-57.5,9107,71693,0.5
6921,-58.5,9107,71693,-1.0
6923,-58.5,9107,71693,0.0
6925,-58.5,9107,71709,0.0
6928,-58.0,9107,71709,0.5
6929,-58.5,9107,71927,-0.5
6931,-58.5,9107,71927,0.0
6934,-58.5,9107,71943,0.0
6935,-58.5,9107,71943,0.0
6937,-58.5,9107,71943,0.0
6940,-58.5,9107,71943,0.0
6942,-58.5,9107,71943,0.0
6944,-59.0,9107,71943,-0.5
6946,-58.5,9107,71943,0.5
6948,-58.5,9107,71943,0.0
6949,-59.0,9107,71943,-0.5
6952,-59.0,9107,72162,0.0
6953,-58.5,9107,72162,0.5
6955,-59.0,9107,72162,-0.5
6957,-58.5,9107,72162,0.5
6959,-58.5,9107,72162,0.0
6962,-58.5,9107,72162,0.0
6963,-59.0,9107,72162,-0.5
6965,-59.0,9107,72177,0.0
6967,-59.0,9107,72177,0.0
6970,-59.0,9107,72177,0.0
6972,-59.0,9107,72177,0.0
6974,-59.0,9107,72193,0.0
6975,-59.0,9107,72209,0.0
6978,-59.0,9107,72427,0.0
6980,-59.0,9107,72427,0.0
6981,-59.0,9107,72427,0.0
6983,-59.5,9107,72443,-0.5
6985,-59.5,9107,72443,0.0
6987,-60.5,9107,72443,-1.0
6989,-60.5,9107,72443,0.0
6991,-61.0,9107,72443,-0.5
6993,-60.0,9107,72443,1.0
6996,-60.5,9107,72458,-0.5
6997,-59.5,9107,72458,1.0
6999,-59.5,9107,72458,0.0
7002,-59.0,9107,72677,0.5
7003,-59.0,9107,72677,0.0
7005,-58.0,9107,72677,1.0
7007,-57.0,9107,72677,1.0
7009,-56.5,9107,72677,0.5
7012,-55.5,9107,72693,1.0
7013,-55.0,9107,72693,0.5
7016,-55.0,9107,72693,0.0
7017,-55.0,9107,72693,0.0
7019,-54.5,9107,72693,0.5
7021,-54.5,9107,72693,0.0
7024,-54.5,9107,72693,0.0
7026,-54.0,9107,72927,0.5
7027,-53.5,9107,72927,0.5
7030,-54.0,9107,72927,-0.5
7031,-54.0,9107,72927,0.0
7033,-54.0,9107,72927,0.0
7036,-54.0,9107,72927,0.0
7038,-54.0,9107,72927,0.0
7040,-54.0,9107,72927,0.0
7041,-54.0,9107,72927,0.0
7043,-54.0,9107,72943,0.0
7045,-54.0,9107,72943,0.0
7047,-54.0,9107,72959,0.0
7050,-54.5,9107,73162,-0.5
7052,-54.5,9107,73177,0.0
