,RSS,Epc,time,diff
1581,-55.0,9107,16178,
1582,-54.5,9107,16178,0.5
1584,-55.0,9107,16178,-0.5
1586,-55.0,9107,16178,0.0
1589,-55.0,9107,16178,0.0
1590,-55.0,9107,16178,0.0
1593,-54.5,9107,16178,0.5
1594,-54.5,9107,16178,0.0
1597,-54.5,9107,16178,0.0
1598,-55.0,9107,16178,-0.5
1601,-54.5,9107,16178,0.5
1602,-54.5,9107,16225,0.0
1604,-55.0,9107,16225,-0.5
1606,-55.0,9107,16442,0.0
1608,-54.5,9107,16442,0.5
1610,-54.5,9107,16442,0.0
1613,-55.0,9107,16442,-0.5
1615,-55.0,9107,16442,0.0
1617,-54.5,9107,16442,0.5
1618,-55.0,9107,16442,-0.5
1620,-54.5,9107,16442,0.5
1622,-54.5,9107,16442,0.0
1624,-54.5,9107,16458,0.0
1627,-54.5,9107,16458,0.0
1629,-55.0,9107,16474,-0.5
1631,-54.5,9107,16677,0.5
1633,-55.0,9107,16692,-0.5
1635,-54.5,9107,16692,0.5
1637,-55.0,9107,16692,-0.5
1639,-54.5,9107,16692,0.5
1641,-54.5,9107,16692,0.0
1643,-55.0,9107,16692,-0.5
1644,-54.5,9107,16692,0.5
1646,-54.5,9107,16692,0.0
1649,-54.5,9107,16692,0.0
1650,-55.0,9107,16692,-0.5
1652,-54.5,9107,16723,0.5
1654,-54.5,9107,16926,0.0
1657,-55.0,9107,16926,-0.5
1659,-55.0,9107,16926,0.0
1660,-55.0,9107,16926,0.0
1663,-54.5,9107,16942,0.5
1665,-55.0,9107,16942,-0.5
1666,-54.5,9107,16942,0.5
1669,-55.0,9107,16942,-0.5
1670,-54.5,9107,16942,0.5
1673,-54.5,9107,16942,0.0
1674,-55.0,9107,16942,-0.5
1676,-54.5,9107,16973,0.5
1678,-55.0,9107,16973,-0.5
1680,-55.0,9107,17192,0.0
1682,-54.5,9107,17192,0.5
1684,-55.0,9107,17192,-0.5
1687,-54.5,9107,17207,0.5
1688,-55.0,9107,17207,-0.5
1690,-55.0,9107,17207,0.0
1692,-55.0,9107,17207,0.0
1695,-55.0,9107,17207,0.0
1697,-54.5,9107,17207,0.5
1699,-55.0,9107,17207,-0.5
1700,-55.0,9107,17207,0.0
